source_id,title,authors,publication_year,venue,doi,pmid,arxiv_id,other_identifier,source_url,pdf_url,local_path,access_date,license_type,license_url,usage_status,inclusion_status,inclusion_reason,exclusion_reason,expected_content_hash,source_type,study_type,population,intervention,comparator,outcome_notes,notes
oncology-zhi-2026-cryoablation-activates-the-cga,Cryoablation Activates the cGAS-STING-CXCL10 Axis in Macrophages to Enhance Anti-Tumor Immunity in NSCLC.,Xinxin Zhi; Zhengcao Xing; Libo Luo; Jiale Wang; Xinyu Liu; Jia Yu; Jizhong Yin; Bin Chen; Yiwei Liu; Hui Sun; Guanghui Gao; Lei Wang; Xiaoxia Chen; Fei Li; Hu Ma; Lin Wang; Shuo Yang; Shengxiang Ren,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202521931,41818612,,PMC13205896,https://pmc.ncbi.nlm.nih.gov/articles/PMC13205896/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13205896.1/PMC13205896.1.pdf?md5=c856a0c7f022c0704d1c9a1d608b2e95,PMC13205896.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:b668acc96f7063c0d4fdf2cff33462d8c21608919ff4b3da52c169e315534eda,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-wang-2026-pancancer-fine-mapping-of-muta,Pancancer Fine-Mapping of Mutational Intolerance Identifies CHEK1 as an Immunosuppressive Driver in Lung Adenocarcinoma.,Tao Wang; Hongyu Zhao; Xiaojie Sun; Yuqi Ding; Zhipeng Zhu; Xiaotong Yu; Rongyi Zhu; Dan Wang; Kailong Li; Yang Liu; Li-Bin Wang; Xiaolu Zhao; Baojun Suo; Hongsen Bi; Peipei Zhang; Tong Liu; Fengbiao Mao,2026,"Advanced science (Weinheim, Baden-Wurttemberg, Germany)",10.1002/advs.202521265,41722056,,PMC13137788,https://pmc.ncbi.nlm.nih.gov/articles/PMC13137788/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13137788.1/PMC13137788.1.pdf?md5=4292a3608271a9b572c42abf0d861634,PMC13137788.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:eb33d11cf905b69379b41dc78e37e65804190a5c487f077a51b3d7608285065c,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-machado-2026-real-world-long-term-outcomes,Real-World Long-Term Outcomes of First-Line Pembrolizumab in Advanced PD-L1 ≥ 50% NSCLC: A Systematic Review and Meta-analysis.,Guilherme Franceschini Machado; Iago T C Grillo; Paula Duarte D'ambrosio; Victoria Trasatti Romao; Lorena Escalante Romero; Tulio Caldonazo; Felipe S Passos,2026,Annals of surgical oncology,10.1245/s10434-026-19138-7,41644920,,PMC13083314,https://pmc.ncbi.nlm.nih.gov/articles/PMC13083314/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13083314.1/PMC13083314.1.pdf?md5=968521edd6c34e462250ce17fde35094,PMC13083314.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:e9352e6040ce1c63d4c9094af64251397036583d4b215f19bd53f65e5384a6d9,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-deo-2026-pd-1-blockade-induced-dkk1-exp,PD-1 Blockade-Induced DKK1 Expression by CD8+ T Cells Promotes Blood-Brain Barrier Permeabilization.,Abhilash Deo; Sapir Levin; Chen Buxbaum; Madeleine Benguigui; Bar Manobla; Galit Saar; Noam Bosak; Eyal Bergmann; Ayelet Eran; Anat Grinfeld; Michal Harel; Coren Lahav; Ziv Raviv; Sameh Daher; Alona Zer; Julia Helena Reuter; Claus Peter Heuβel; Petros Christopoulos; Keren Yizhak; Yuval Shaked,2026,Cancer discovery,10.1158/2159-8290.CD-25-1222,41525686,,PMC13133603,https://pmc.ncbi.nlm.nih.gov/articles/PMC13133603/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13133603.1/PMC13133603.1.pdf?md5=3b23e58089f31f5ca82da98ea57ce290,PMC13133603.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:8f31d592b7d8d7845cf66234c11cc7137ca97b2b70465c5efaf1127d91c81535,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-wu-2026-five-year-outcomes-of-pembroli,Five-year outcomes of pembrolizumab versus chemotherapy in Chinese patients with non-small-cell lung cancer and programmed cell death ligand 1 tumor proportion score ≥1%: KEYNOTE-042 China study.,Yi-Long Wu; Li Zhang; Yun Fan; JianYing Zhou; Li Zhang; Qing Zhou; Wei Li; ChengPing Hu; GongYan Chen; Xin Zhang; CaiCun Zhou; Carmen González Arenas; Zhenghong Chen; Wen Cheng Yu; Tony S K Mok,2026,International journal of cancer,10.1002/ijc.70265,41474069,,PMC12963706,https://pmc.ncbi.nlm.nih.gov/articles/PMC12963706/,https://pmc-oa-opendata.s3.amazonaws.com/PMC12963706.1/PMC12963706.1.pdf?md5=b143d42ccad311116176f2af4739e2c3,PMC12963706.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:41957004e05df6e77e5b86eeb358bdcde820435f32b8110d9987de111384f0df,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-ding-2026-overcoming-acquired-met-driven,Overcoming Acquired MET-Driven Resistance to First-Line Lorlatinib: Successful Combination of Lorlatinib and Envafolimab in an ALK-Positive NSCLC Patient with Ultra-High PD-L1 Expression.,Lu Ding; Reyizha Nuersulitan; Jingjing Wang; Hanxiao Chen; Minglei Zhuo,2026,"Current oncology (Toronto, Ont.)",10.3390/curroncol33050258,42187575,,PMC13206712,https://pmc.ncbi.nlm.nih.gov/articles/PMC13206712/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13206712.1/PMC13206712.1.pdf?md5=0ac69f54a7757a3e8956de56c73e814b,PMC13206712.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:9a0bfdc1450cdf78568a63df9427049fd7b2b9cfc76dbff4975ab834be1761a2,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-zhou-2026-current-and-future-immunothera,Current and future immunotherapies for NSCLC.,Chu-Yu Zhou; Yi-Fan Qi; Hong-Ji Li; Chao Zhang; Bai-Xin Lin; Jun-Tao Lin; Yi-Long Wu; Mei-Mei Zheng; Wen-Zhao Zhong,2026,Journal of hematology & oncology,10.1186/s13045-026-01791-w,42057114,,PMC13130492,https://pmc.ncbi.nlm.nih.gov/articles/PMC13130492/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13130492.1/PMC13130492.1.pdf?md5=9a2b1df993c351aed0420add8e9c2818,PMC13130492.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:3e2d0b9d93e184264851bffe1edd723bbc6b9fe74b1586ab5e22b0cd14113f86,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-wang-2026-the-efficacy-and-safety-of-fou,The efficacy and safety of four different PD-1 checkpoint inhibitors in advanced non-small cell lung cancer: a real-world retrospective study.,Hanqi Wang; Zhiwei Xing; Xueru Ren; Rubing Bai; Yuxia Zou; Yuenan Wang; Huanhuan Zhang; Zhihong Zhang,2026,Frontiers in oncology,10.3389/fonc.2026.1833634,42130626,,PMC13160789,https://pmc.ncbi.nlm.nih.gov/articles/PMC13160789/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13160789.1/PMC13160789.1.pdf?md5=54f1f579456401082fef630f92bce14c,PMC13160789.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:aa8e0b0c27d44499eb4cb3bdaf41cf5bb3906914b6daf958af19919a052bcb37,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-huangfu-2026-clinical-benefit-and-safety-of,Clinical benefit and safety of immunotherapy beyond progression in advanced and locally advanced lung cancer: a real-world cohort study.,Rui Huangfu; Hua Lan; Rongjie Li; Kun Hou; Yaodong Ping,2026,Frontiers in oncology,10.3389/fonc.2026.1796804,42130618,,PMC13160895,https://pmc.ncbi.nlm.nih.gov/articles/PMC13160895/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13160895.1/PMC13160895.1.pdf?md5=0c411d95bd2d982d0f1b74f8ec983b28,PMC13160895.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:532dc89aa5255cbadac6ce8a544383532ea8cfd9b5593e72a96d2c7713f8a770,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-robay-2026-targeting-crtc2-reverses-stk11,Targeting CRTC2 reverses STK11 mutant NSCLC tumor resistance to immunotherapy.,Dimitri Robay; Ole Ackermann; Laurent Laborde; Xingyi Shi; Federico Oreglia; Ramona Stump; Sabina Ciaghi; Giorgio G Galli; Laura Holzer; Lorraine Villemin; Joel Wagner; Jincheng Wu; Lang Ho Lee; Claudia Bossen; Thanos P Mourikis; Millicent Gabriel; David Ruddy; Haiyan Yu; Cory Johannessen; Stephane Ferretti; Carlotta Costa,2026,Proceedings of the National Academy of Sciences of the United States of America,10.1073/pnas.2508762123,42018410,,PMC13123801,https://pmc.ncbi.nlm.nih.gov/articles/PMC13123801/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13123801.1/PMC13123801.1.pdf?md5=f5b69b3d31ffe45f13643cc12bcd5af8,PMC13123801.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:c055e40951c37fc8c324d7c882ee05dafecbc1b504811668ef5d160e00074b1d,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-corte-2026-the-evolving-landscape-of-firs,"The evolving landscape of first-line and subsequent therapies in EGFR-mutated NSCLC: efficacy, resistance, and tolerability.",Carminia Maria Della Corte; Caterina De Rosa; Faiz Ul Haq; Floriana Morgillo,2026,Exploration of targeted anti-tumor therapy,10.37349/etat.2026.1002370,42079860,,PMC13129538,https://pmc.ncbi.nlm.nih.gov/articles/PMC13129538/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13129538.1/PMC13129538.1.pdf?md5=79a53bd8df9cec0fe496340ff29b7eda,PMC13129538.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:655a3e955d8f2d0288349b5778e6d719626478f8e808f5a5310c42401ec45f2a,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-zhang-2026-the-dual-role-of-baseline-abso,The dual role of baseline absolute eosinophil count in non-small cell lung cancer immunotherapy: a biomarker for enhanced efficacy and elevated risk of immune checkpoint inhibitor-related pneumonitis.,Mengying Zhang; Ting Jiao; Yuwan Ma; Shuanying Yang,2026,BMC cancer,10.1186/s12885-026-16104-0,42046015,,PMC13251072,https://pmc.ncbi.nlm.nih.gov/articles/PMC13251072/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13251072.1/PMC13251072.1.pdf?md5=c6592e254254f97acf0043ecc84bd5a9,PMC13251072.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:ff32430cacd62ac6276d92b6a63f106ebc1880cddcda10508fa45cfa86326a16,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-alasmar-2026-central-diabetes-insipidus-fol,Central Diabetes Insipidus Following Steroid Replacement for Hypoadrenalism in Pembrolizumab-Induced Hypophysitis.,Abdalrahman Alasmar; Su Su San; Thu Ta; Sunithi Elizabeth Mani,2026,Cureus,10.7759/cureus.107752,42205670,,PMC13211477,https://pmc.ncbi.nlm.nih.gov/articles/PMC13211477/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13211477.1/PMC13211477.1.pdf?md5=7183001fae249fdd483228a8e3108d34,PMC13211477.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:0fac3a047c57c447768a790bcaf8504e47464aa9178ff3b7c75f8c0fd06807a8,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-quartagno-2026-how-to-design-a-roci-response,How to design a ROCI (Response Over Continuous Intervention) randomised trial: guidance and a case study.,Matteo Quartagno; Ehsan Ghorani; Tim P Morris; Henry Bern; Michelle N Clements; A Sarah Walker; James R Carpenter; Ian W White; Koen B Pouwels; Michael J Seckl; Mahesh Kb Parmar,2026,BMC medical research methodology,10.1186/s12874-026-02786-4,42050422,,PMC13270560,https://pmc.ncbi.nlm.nih.gov/articles/PMC13270560/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13270560.1/PMC13270560.1.pdf?md5=1672a56c365ede570caca15b7f4cf0a4,PMC13270560.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:2d47323e42d39fc209f40ce057e6460e332cbac61c6e9150e23dbeca540fc232,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-yamaguchi-2026-five-year-prognostic-impact-of,Five-year prognostic impact of pre-existing interstitial lung disease in non-small cell lung cancer patients treated with anti-PD-1 monotherapy: a retrospective analysis.,Teppei Yamaguchi; Junichi Shimizu; Reiko Matsuzawa; Kazuhiro Shimomura; Naohiro Watanabe; Yoshitsugu Horio; Yutaka Fujiwara,2026,BMC cancer,10.1186/s12885-026-15989-1,42035031,,PMC13251138,https://pmc.ncbi.nlm.nih.gov/articles/PMC13251138/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13251138.1/PMC13251138.1.pdf?md5=a0b143b83f582b1bec6606641c0b3c30,PMC13251138.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:b5d4348b534e031e39771d35873f657c74e1fa2d22f0b22bcbfaf31c31522480,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-oksak-2026-nivolumab-enhances-the-cytotox,Nivolumab Enhances the Cytotoxicity of Chemotherapeutic Agents in A549 Lung Adenocarcinoma Cell Lines.,Nilgün Okşak; Oğur Karhan,2026,Current issues in molecular biology,10.3390/cimb48050443,42193048,,PMC13204535,https://pmc.ncbi.nlm.nih.gov/articles/PMC13204535/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13204535.1/PMC13204535.1.pdf?md5=450728ad8f855b9cfe02b380ba12a47c,PMC13204535.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:273e58203bbd432f4d112d07dfb48b8fbb0b17f5c51d6d856783f6bd821ebd33,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-rhee-2026-patterns-of-failure-in-synchro,Patterns of Failure in Synchronous Metastatic Non-Small Cell Lung Cancer Without Driver Alterations According to Metastatic Burden.,Woo Joong Rhee; Sangjoon Park; Jee Suk Chang; Hong In Yoon; Jaeho Cho; Kyung Hwan Kim,2026,Cancers,10.3390/cancers18091363,42122159,,PMC13162817,https://pmc.ncbi.nlm.nih.gov/articles/PMC13162817/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13162817.1/PMC13162817.1.pdf?md5=1804077fed92f835566e7639bc3aa355,PMC13162817.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:1ac5093f61992917aee6ffda5fafc5172cfda5ea6deb91bb46bbe67f740a451e,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-li-2026-development-of-a-lipoprotein-a,Development of a lipoprotein(a)-based model for predicting progression-free survival and grade3/4 adverse events in driver gene negative metastatic lung adenocarcinoma patients with PD-L1 TPS <50.,Sicong Li; Yiyuan Cui; Yijing Yan; Hao Li; Yue Jin; Yufan Chen; Jingjie Yu; Li Feng,2026,Frontiers in immunology,10.3389/fimmu.2026.1808231,42112376,,PMC13153042,https://pmc.ncbi.nlm.nih.gov/articles/PMC13153042/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13153042.1/PMC13153042.1.pdf?md5=d7d60d0156a04aec329060acb05bfda2,PMC13153042.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:39412a3f6bff68e46650d20a5ebf83dcb8c677c68a91ba5c854124bb1a42ac7c,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-sood-2026-etiologies-and-outcomes-of-acu,Etiologies and Outcomes of Acute Respiratory Failure in Patients Treated with Immune Checkpoint Inhibitors.,Rupali Sood; Kevin J Psoter; Aliyah Pabani; Cheng Ting Lin; Mohammed Ghanbar; David N Hager; Sonye Danoff; Karthik Suresh; Chad H Hochberg,2026,Research square,10.21203/rs.3.rs-9096889/v1,42078869,,PMC13131887,https://pmc.ncbi.nlm.nih.gov/articles/PMC13131887/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13131887.1/PMC13131887.1.pdf?md5=4ba917bbb8db769cc53821f4e973a91f,PMC13131887.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:156c112b9b51ddae1ac8b9b7e48ca40e3eb9f47216de87a25ad5b936d6a509fd,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
oncology-zhou-2026-integrative-transcriptomic-ana,Integrative Transcriptomic Analysis Identifies COL3A1 as a Potential Tumor-Intrinsic Therapeutic Target in NSCLC.,Kaicheng Zhou; Yanyang Nan; Mengyang Li; Dongyue Hou; Caili Xu; Haiyan Yu; Jun Feng; Dianwen Ju; Ziyu Wang,2026,Biomedicines,10.3390/biomedicines14050975,42193303,,PMC13203928,https://pmc.ncbi.nlm.nih.gov/articles/PMC13203928/,https://pmc-oa-opendata.s3.amazonaws.com/PMC13203928.1/PMC13203928.1.pdf?md5=d69e5fae5989cc189418fc63820fb9b2,PMC13203928.pdf,2026-08-08,CC BY,https://creativecommons.org/licenses/by/4.0/,approved_open_access,included,"Bulk PMC Open Access Subset acquisition matching this corpus's scope vocabulary (NSCLC + PD-1/PD-L1 checkpoint-inhibitor terms), deterministic identity/license/full-text adjudication, and a documented rule-based title scope screen excluding wrong cancer types, preclinical/mechanism-only studies, off-topic diagnostic/surgical-technique papers, and single-patient case reports. Not yet individually reviewed for the golden evidence map.",,sha256:1d6701c52f206a9ecb8d9e5c5932d78051b50d57a8cdd2543db0a35e8cde72da,paper,,,,,,"Acquired via bulk PMC OA ingestion pipeline (work/oncology/acquisition_receipt.json), not individually hand-curated. study_type/population/intervention/comparator left blank pending evidence-record-level review."
